Edificio13;Mes;Año;EnergiaActivaHoraPunta;EnergiaActivaFueraPunta;EnergiaReactiva;FactorCarga;totalEnergiaActiva;TotalFacturado;Tarifa
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;ene;2023;389,5;4105,125;1178,75;0,143132;4494,63;3821;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;feb;2023;451;4909,75;1337,625;0,169915;5360,75;8008;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;mar;2023;430,5;3925,75;1240,25;0,162164;4356,25;3629;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;abr;2023;584,25;5458,125;1686,125;0,182146;6042,38;8088;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;may;2023;425,375;4100;1153,125;0,151219;4525,38;3660;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;jun;2023;512,5;5191,625;1204,375;0,192747;5704,13;3922,5;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;jul;2023;512,5;3813;1117,25;0,150284;4325,5;3304;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;ago;2023;825,125;5258,25;1614,375;0,189713;6083,38;4041,5;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;set;2023;912,25;6124,375;1629,75;0,220201;7036,63;8183,5;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;oct;2023;748,25;6216,625;1506,75;0,211365;6964,88;4250;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;nov;2023;855,875;6488,25;1440,125;0,211057;7344,13;8544,5;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;dic;2023;763,625;5873,25;1081,375;0,204155;6636,88;3673,5;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;ene;2024;553,5;4612,5;973,75;0,150537;5166;7417;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;feb;2024;1091,625;6380,625;1306,875;0,213832;7472,26;4337;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;mar;2024;871,25;5617;1050,625;0,206134;6488,25;7989,5;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;abr;2024;702,125;5376,125;958,375;0,19021;6078,26;3523;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;may;2024;650,875;5570,875;799,5;0,201446;6221,76;3466,5;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;jun;2024;492;5099,375;794,375;0,171024;5591,38;3773;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;jul;2024;661,125;4269,125;630,375;0,163538;4930,26;3368;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;ago;2024;558,625;4643,25;568,875;0,19076;5201,88;3391;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;set;2024;609,875;4725,25;527,875;0,185839;5335,13;3480;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;oct;2024;676,5;6221,75;620,125;0,191737;6898,25;4145;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;nov;2024;512,5;5417,125;492;0,161501;5929,63;3890;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;dic;2024;584,25;5652,875;481,75;0,181554;6237,13;3916,5;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;ene;2025;773,875;4863,625;553,5;0,191931;5637,51;3627;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;feb;2025;574;5207;435,625;0,185185;5781;7344;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;mar;2025;574;4756;451;0,157004;5330;3731;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;abr;2025;773,875;5878,375;425,375;0,212091;6652,26;3967;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;may;2025;958,375;5565,75;287;0,187691;6524,13;3920,5;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;jun;2025;1066;5119,875;71,75;0,19115;6185,88;3910,5;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;jul;2025;753,375;4064,125;56,375;0,179088;4817,51;3581,5;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;ago;2025;640,625;4463,875;61,5;0,165272;5104,51;3811;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;set;2025;850,75;5278,75;117,875;0,18174;6129,5;4224,5;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;oct;2025;1019,875;5893,75;128,125;0,220424;6913,63;4345,5;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;nov;2025;912,25;5847,625;133,25;0,215522;6759,88;4242;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;dic;2025;855,875;4709,875;158,875;0,170625;5565,76;3833,5;MT4  
UNAP-FACULTAD DE CIENCIAS AD..CONTABLES Y ECO;ene;2026;650,875;4858,5;174,25;0,16928;5509,38;6,5;MT4  
