Edificio2;Mes;Año;EnergiaActivaHoraPunta;EnergiaActivaFueraPunta;EnergiaReactiva;FactorCarga;totalEnergiaActiva;TotalFacturado;Tarifa
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;ene;2023;743,2;1606,4;135,2;0,422711;3134,8;9055;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;feb;2023;779,2;1473,6;146,4;0,296296;156,8;2429;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;mar;2023;716,8;1390;17,2;0,38911;297,2;1421,5;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;abr;2023;420,8;937,2;38;0,322964;463,6;1080;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;may;2023;1137,2;2545,6;307,6;0,344676;303,2;894,5;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;jun;2023;1986;5014;500,8;0,287639;2349,6;7269;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;jul;2023;2157,6;4757,2;1056;0,273771;2252,8;2550;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;ago;2023;1494,4;3660,4;403,6;0,511388;2106,8;4945,5;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;set;2023;1293,2;2630;169,2;0,40422;1358;1425;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;oct;2023;1183,6;2211,2;167,2;0,439832;3682,8;2810;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;nov;2023;1145,2;2702,4;206;0,492978;7000;5316,5;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;dic;2023;1048,8;2220,8;229,6;0,446959;6914,8;11021;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;ene;2024;1066,8;2507,2;299,2;0,397747;5154,8;10491,5;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;feb;2024;928,4;1883,6;199,2;0,43395;3923,2;8884,5;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;mar;2024;1060,4;2221,2;174,4;0,32097;3394,8;8007,5;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;abr;2024;1268,4;3023,2;214,8;0,465668;3847,6;8023,5;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;may;2024;1010,8;1832;49,2;0,360249;3269,6;7290,5;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;jun;2024;1234,8;2464,8;230,8;0,235271;3574;6042;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;jul;2024;3120,8;5931,2;1498;0,257627;2812;2091;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;ago;2024;3438,4;5768;1189,2;0,299874;3281,6;4428;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;set;2024;3038,8;6258;383,6;0,305397;4291,6;4958;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;oct;2024;2824;4987,6;638,4;0,261054;2842,8;4755;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;nov;2024;2606,4;5450,8;324,4;0,361452;3699,6;5277;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;dic;2024;2979,6;5751,6;1362;0,289005;9052;10127;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;ene;2025;3264;5648;2033,2;0,305172;9206,4;7767,5;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;feb;2025;3107,2;5114,4;1405,6;0,262865;9296,8;7811,5;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;mar;2025;2976,8;4889,6;1542;0,25174;7811,6;7263,5;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;abr;2025;3244;5004,4;2090;0,273024;8057,2;7048,5;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;may;2025;2831,6;4971,6;1760,4;0,252746;8731,2;7399;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;jun;2025;3409,6;4838,4;1776,8;0,230216;8912;14612;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;jul;2025;3242,8;5844,4;2340;0,300789;8221,6;7079,5;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;ago;2025;2952;5454;2153,2;0,303089;7866,4;7087;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;set;2025;2247,2;4171,6;856;0,247638;8248,4;7130,5;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;oct;2025;1774,4;3498;230,8;0,274056;7803,2;14066,5;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;nov;2025;1274,4;2824,4;0;0,416138;8248;7679,5;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;dic;2025;1073,2;2944,8;0;0,542855;9087,2;15976;BT3  
MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;ene;2026;852,8;2282;5,2;0,431933;8406;7917,5;BT3  
