Edificio12;Mes;Año;EnergiaActivaHoraPunta;EnergiaActivaFueraPunta;EnergiaReactiva;FactorCarga;totalEnergiaActiva;TotalFacturado;Tarifa
SEGURO SOCIAL DE SALUD - ESSALUD;ene;2023;27981,7902;151036,2126;35236,3284;0,542658;179018;97295;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;feb;2023;26890,8822;143399,8566;33709,0572;0,543372;170290,74;91026;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;mar;2023;24927,2478;130036,2336;30654,5148;0,495707;154963,48;85713;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;abr;2023;30218,1516;156436,2072;33436,3302;0,546296;186654,36;98995,5;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;may;2023;25854,5196;149727,123;31418,1504;0,48915;175581,64;93484;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;jun;2023;28963,6074;161890,7472;36163,6002;0,549121;190854,36;93659;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;jul;2023;26672,7006;144218,0376;32618,1492;0,504216;170890,74;84586,5;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;ago;2023;28527,2442;164345,2902;36218,1456;0,528076;192872,53;92208,5;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;set;2023;32563,6038;173618,0082;36490,8726;0,568797;206181,61;91432;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;oct;2023;33545,421;176018,0058;36327,2364;0,554113;209563,43;95476;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;nov;2023;32399,9676;172690,7364;32563,6038;0,527497;205090,71;96588,5;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;dic;2023;32563,6038;168272,559;33436,3302;0,54058;200836,16;86678,5;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;ene;2024;28636,335;158345,2962;29672,6976;0,527254;186981,64;83483;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;feb;2024;33163,6032;164399,8356;32509,0584;0,55833;197563,44;83730,5;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;mar;2024;34254,5112;156490,7526;30872,6964;0,51835;190745,26;159091;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;abr;2024;32945,4216;166036,1976;34036,3296;0,537862;198981,62;77220,5;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;may;2024;38672,6886;165545,289;35563,6008;0,557341;204217,98;77108;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;jun;2024;37799,9622;160854,3846;32072,6952;0,546256;198654,34;86455;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;jul;2024;36545,418;152018,0298;28418,1534;0,541306;188563,45;81557,5;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;ago;2024;36054,5094;147436,2162;26399,9736;0,570478;183490,73;79587,5;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;set;2024;40090,869;153272,574;27872,6994;0,537512;193363,44;83642;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;oct;2024;45763,5906;171218,0106;32672,6946;0,560344;216981,6;92337;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;nov;2024;46363,59;170454,375;31472,6958;0,567403;216817,97;90200;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;dic;2024;43581,7746;155999,844;29072,6982;0,53607;199581,61;84823,5;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;ene;2025;41399,9586;146890,7622;27218,1546;0,539307;188290,72;80839;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;feb;2025;46363,59;150218,0316;25963,6104;0,540556;196581,62;84593,5;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;mar;2025;40581,7776;130799,8692;22581,7956;0,485415;171381,65;78577,5;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;abr;2025;47399,9526;153327,1194;26890,8822;0,566014;200727,07;86517;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;may;2025;47127,2256;158290,7508;26890,8822;0,545987;205417,98;86740;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;jun;2025;45109,0458;157036,2066;26672,7006;0,584911;202145,26;89072,5;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;jul;2025;29509,0614;152563,4838;26345,4282;0,550606;182072,54;89632;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;ago;2025;28254,5172;148418,0334;29890,8792;0,573802;176672,55;86096;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;set;2025;32890,8762;161672,5656;32127,2406;0,544413;194563,45;90658;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;oct;2025;36436,3272;161999,838;30981,7872;0,527429;198436,17;93499,5;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;nov;2025;38399,9616;173618,0082;33163,6032;0,557132;212017,97;98575,5;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;dic;2025;36490,8726;167290,7418;28854,5166;0,533836;203781,61;96230;MT2  
SEGURO SOCIAL DE SALUD - ESSALUD;ene;2026;40581,7776;181308,9096;31418,1504;0,568982;221890,69;104333;MT2  
