Edificio7;Mes;Año;EnergiaActivaHoraPunta;EnergiaActivaFueraPunta;EnergiaReactiva;FactorCarga;totalEnergiaActiva;TotalFacturado;Tarifa
UNAP-FACULTAD DE BIOLOGIA-AULAS;ene;2023;2165,0907;8077,4538;8660,3629;0,20707;10242,54;7301;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;feb;2023;2081,818;17528,9076;10658,9082;0,231974;19610,73;20129;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;mar;2023;2498,1816;14572,726;6203,8176;0,200508;17070,91;12117,5;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;abr;2023;2747,9998;17070,9076;6745,0903;0,239532;19818,91;25300,5;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;may;2023;1124,1817;6328,7267;4205,2724;0,218079;7452,91;6625;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;jun;2023;1623,818;6411,9994;1415,6362;0,291364;8035,82;6226;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;jul;2023;2373,2725;11241,8172;249,8182;0,241577;13615,09;9029,5;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;ago;2023;1453,109;8535,4538;3439,1633;0,161744;9988,56;4547;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;set;2023;3335,0724;24898,5433;891,0181;0,325884;28233,61;18962;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;oct;2023;2789,6361;15821,8168;3372,5452;0,226581;18611,46;10538,5;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;nov;2023;2539,818;12740,7262;3289,2724;0,318576;15280,55;9463;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;dic;2023;2081,818;11449,999;3663,9997;0,260918;13531,82;8243,5;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;ene;2024;1956,9089;10367,4536;3580,727;0,41111;12324,36;16024,5;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;feb;2024;2456,5452;23732,7252;6745,0903;0,25322;26189,28;6213;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;mar;2024;2456,5452;22899,998;6411,9994;0,224358;25356,55;19408,5;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;abr;2024;2331,6362;17612,1803;4538,3632;0,232614;19943,82;10613,5;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;may;2024;2706,3634;14655,9987;3330,9088;0,227124;17362,36;9364;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;jun;2024;3039,4543;20568,3618;5162,9086;0,266047;23607,81;13443,5;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;jul;2024;2623,0907;16612,9076;3580,727;0,219748;19236;10983,5;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;ago;2024;2789,6361;19569,0892;4704,9087;0,267323;22358,73;12549;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;set;2024;2123,4544;13032,1807;3164,3634;0,24074;15155,63;8921,5;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;oct;2024;2539,818;17612,1803;3747,2724;0,171923;20152;12656,5;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;nov;2024;2789,6361;20443,4528;4455,0905;0,242187;23233,09;12998;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;dic;2024;3289,2724;20401,8164;4330,1814;0,23312;23691,09;6718;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;ene;2025;2747,9998;15280,5441;3539,0906;0,167052;18028,54;11628,5;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;feb;2025;1831,9998;11574,9081;2706,3634;0,306316;13406,91;20351;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;mar;2025;1748,7271;10367,4536;2581,4543;0,303884;12116,18;8390,5;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;abr;2025;3247,6361;14864,1805;3539,0906;0,21051;18111,82;11103;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;may;2025;5371,0904;17653,8166;4371,8178;0,222624;23024,91;12898,5;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;jun;2025;5287,8177;15863,4532;4455,0905;0,189665;21151,27;13189,5;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;jul;2025;5870,7268;15363,8168;5287,8177;0,206511;21234,55;14073;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;ago;2025;3913,8178;12241,0898;4246,9087;0,222681;16154,91;11313;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;set;2025;8035,8175;15238,9078;4788,1814;0,200617;23274,73;13636,5;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;oct;2025;11075,2718;18195,0893;5412,7268;0,250999;29270,36;18643;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;nov;2025;10284,1809;15780,1804;5412,7268;0,259535;26064,36;16932,5;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;dic;2025;4746,545;11783,0899;3497,4542;0,177867;16529,64;11800;MT3  
UNAP-FACULTAD DE BIOLOGIA-AULAS;ene;2026;3663,9997;12116,1808;3247,6361;0,317101;15780,18;9600;MT3  
