carbon_intensity
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.786110
0.777534
0.767876
0.754756
0.746378
0.735504
0.718827
0.729272
0.718992
0.737315
0.763394
0.783054
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.782963
0.767635
0.748895
0.729381
0.717600
0.711523
0.717069
0.718710
0.729221
0.747850
0.767795
0.783773
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.785331
0.774858
0.761670
0.741362
0.726804
0.711307
0.705308
0.714089
0.733902
0.745731
0.767449
0.784573
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.781210
0.756882
0.728724
0.704345
0.695698
0.699670
0.696092
0.706804
0.723299
0.740165
0.760754
0.782001
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.781857
0.762585
0.736559
0.710668
0.691560
0.703329
0.704798
0.716329
0.733345
0.740941
0.764487
0.782982
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.785738
0.776720
0.763620
0.758603
0.759486
0.741415
0.750223
0.747787
0.746893
0.753334
0.770972
0.784950
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.786194
0.777435
0.766602
0.750551
0.728173
0.727975
0.713909
0.711529
0.713334
0.728840
0.756360
0.780938
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.787251
0.776532
0.764286
0.747630
0.741148
0.718104
0.717089
0.716684
0.713285
0.734497
0.760168
0.782019
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.785191
0.773396
0.756492
0.740157
0.731698
0.718450
0.700580
0.713755
0.726642
0.741039
0.763657
0.782410
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.783228
0.765538
0.742707
0.716571
0.703347
0.693130
0.709150
0.730063
0.755917
0.772284
0.779015
0.786492
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.787766
0.783883
0.772261
0.762153
0.753022
0.737374
0.724855
0.693766
0.701990
0.725675
0.753152
0.779294
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.786297
0.776483
0.765530
0.753630
0.746205
0.738941
0.744186
0.747686
0.745382
0.746481
0.767041
0.782659
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.783522
0.765228
0.743017
0.715418
0.701605
0.697327
0.697469
0.707281
0.715238
0.736521
0.759658
0.780712
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.782339
0.758643
0.729449
0.707139
0.697011
0.693351
0.701791
0.717999
0.744692
0.746330
0.765597
0.782801
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.786617
0.777386
0.764114
0.733288
0.731692
0.739528
0.740287
0.722737
0.718400
0.735810
0.758360
0.779785
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.785521
0.772829
0.757007
0.727314
0.714773
0.707921
0.718293
0.761706
0.759694
0.763606
0.774770
0.785092
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.784875
0.768188
0.748703
0.720964
0.700364
0.692030
0.697082
0.704380
0.717952
0.734836
0.759480
0.780943
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.790000
0.783308
0.765399
0.743655
0.716461
0.709138
0.694033
0.703388
0.709607
0.720648
0.731653
0.758429
0.780612
0.790000
0.790000
0.790000
0.790000
